Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01316","Mangoes, guavas and mangosteens","2020","2020","kg/ha","12310.9","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01316","Mangoes, guavas and mangosteens","2020","2020","t","5242.67","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2021","2021","ha","422","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01316","Mangoes, guavas and mangosteens","2021","2021","kg/ha","18725.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01316","Mangoes, guavas and mangosteens","2021","2021","t","7902","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2022","2022","ha","559","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01316","Mangoes, guavas and mangosteens","2022","2022","kg/ha","14305.8","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01316","Mangoes, guavas and mangosteens","2022","2022","t","8000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","1991","1991","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1991","1991","An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","1992","1992","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1992","1992","An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","1993","1993","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1993","1993","An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1994","1994","kg/An","243","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","1994","1994","t","10427.5","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1994","1994","An","43000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1995","1995","kg/An","243","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","1995","1995","t","10670","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1995","1995","An","44000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1996","1996","kg/An","243","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","1996","1996","t","11155","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1996","1996","An","46000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1997","1997","kg/An","243","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","1997","1997","t","11397.5","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1997","1997","An","47000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1998","1998","kg/An","243","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","1998","1998","t","11882.5","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1998","1998","An","49000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","1999","1999","kg/An","243","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","1999","1999","t","11882.5","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","1999","1999","An","49000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2000","2000","kg/An","243","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2000","2000","t","13921.23","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2000","2000","An","57289","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2001","2001","kg/An","234","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2001","2001","t","11047.37","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2001","2001","An","47211","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2002","2002","kg/An","251","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2002","2002","t","8268.19","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2002","2002","An","32941","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2003","2003","kg/An","245","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2003","2003","t","7197.61","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2003","2003","An","29378","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2004","2004","kg/An","202","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2004","2004","t","5028","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2004","2004","An","24952","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2005","2005","kg/An","220","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2005","2005","t","5228","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2005","2005","An","23797","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2006","2006","kg/An","286","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2006","2006","t","5437","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2006","2006","An","19035","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2007","2007","kg/An","233","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2007","2007","t","4886","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2007","2007","An","20988","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2008","2008","kg/An","230","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2008","2008","t","5065","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2008","2008","An","22000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2009","2009","kg/An","205","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2009","2009","t","4300","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2009","2009","An","20990","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","kg/An","250","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","t","5810","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","An","23231","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","kg/An","250","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","t","6190","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","An","24763","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","kg/An","250","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","t","8100","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","An","32389","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","kg/An","250","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","t","8239.19","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","An","32946","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","kg/An","262","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","t","11018.15","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","An","42009","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","kg/An","263","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","t","8696.46","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","An","33129","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","kg/An","252","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","t","8373.48","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","An","33285","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","kg/An","248","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","t","9288.19","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","An","37437","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","kg/An","248","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","t","12744.79","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","An","51327","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","kg/An","211","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","t","7600","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","An","35969","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","kg/An","233","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","t","8400","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","An","36092","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","kg/An","269","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","t","18280","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","An","68000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5417","Yield/Carcass Weight","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg/An","287","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","13415.89","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5320","Producing Animals/Slaughtered","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","An","46687","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","1991","1991","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1991","1991","1000 An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","1992","1992","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1992","1992","1000 An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","1993","1993","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1993","1993","1000 An","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1994","1994","g/An","1621","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","1994","1994","t","46059","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1994","1994","1000 An","28421","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1995","1995","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","1995","1995","t","48560","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1995","1995","1000 An","28564","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1996","1996","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","1996","1996","t","43448","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1996","1996","1000 An","25558","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1997","1997","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","1997","1997","t","60359","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1997","1997","1000 An","35505","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1998","1998","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","1998","1998","t","65534","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1998","1998","1000 An","38550","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","1999","1999","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","1999","1999","t","82312","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","1999","1999","1000 An","48418","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2000","2000","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2000","2000","t","73873","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2000","2000","1000 An","43457","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2001","2001","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2001","2001","t","81413","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2001","2001","1000 An","47890","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2002","2002","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2002","2002","t","83147","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2002","2002","1000 An","48909","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2003","2003","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2003","2003","t","63013","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2003","2003","1000 An","37065","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2004","2004","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2004","2004","t","57009","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2004","2004","1000 An","33533","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2005","2005","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2005","2005","t","69090","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2005","2005","1000 An","40641","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2006","2006","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2006","2006","t","53606","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2006","2006","1000 An","31533","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2007","2007","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2007","2007","t","45187","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2007","2007","1000 An","26581","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2008","2008","g/An","1700","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2008","2008","t","47060","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2008","2008","1000 An","27682","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2009","2009","g/An","1709","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2009","2009","t","47307","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2009","2009","1000 An","27683","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2010","2010","g/An","1401","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2010","2010","t","43580","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2010","2010","1000 An","31111","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2011","2011","g/An","1400","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2011","2011","t","51170","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2011","2011","1000 An","36548","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2012","2012","g/An","1740","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2012","2012","t","53580","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2012","2012","1000 An","30787","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2013","2013","g/An","1726","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2013","2013","t","44871.27","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2013","2013","1000 An","26000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2014","2014","g/An","1731","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2014","2014","t","46732.2","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2014","2014","1000 An","27000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2015","2015","g/An","1707","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2015","2015","t","44372.17","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2015","2015","1000 An","26000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2016","2016","g/An","1701","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2016","2016","t","56134.93","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5321","Producing Animals/Slaughtered","21121","Meat of chickens, fresh or chilled","2016","2016","1000 An","33000","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5424","Yield/Carcass Weight","21121","Meat of chickens, fresh or chilled","2017","2017","g/An","1691","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","21121","Meat of chickens, fresh or chilled","2017","2017","t","52414.9","I","Value imputed by a receiving agency",""
