Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","275","Palestine","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","86.241482","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","86.761022","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","87.724453","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","88.195514","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","88.155939","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","88.707996","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","89.226495","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","89.284089","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","89.033684","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","89.009179","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","89.051903","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","89.117305","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","89.327272","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","89.748099","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","90.019186","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","91.272227","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","91.746482","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","91.841917","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2010","2010","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","91.74989","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","91.855921","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","92.255878","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","92.207338","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","92.179598","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","91.942754","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","92.071479","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","92.417923","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","92.579639","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","93.235527","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","93.409564","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","93.881814","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2011","2011","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","94.272591","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","94.736775","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","94.850764","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","95.086187","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","94.859016","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","94.667672","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","93.85451","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","94.238879","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","95.664157","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","97.021879","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","96.438899","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","95.90703","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2012","2012","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","95.896329","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","96.975812","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","96.516612","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","96.033254","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","95.943112","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","96.038884","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","96.391357","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","96.631566","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","96.990448","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","97.431677","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","98.230313","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","97.256196","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2013","2013","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","98.49658","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","98.777203","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","98.569811","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","98.506659","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","97.738574","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","96.95412","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","97.299194","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","98.791462","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","99.3216","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","99.487038","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","98.951615","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","99.025285","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2014","2014","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","99.666755","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","99.265136","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","98.84904","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","99.446174","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","100.320053","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","99.862759","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","99.914505","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","99.501175","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","99.739225","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","100.975386","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","101.067887","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","100.453678","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2015","2015","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","100.63154","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","99.970643","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","99.715015","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","99.761104","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","100.040322","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","99.554442","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","99.775841","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","99.842961","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","100.191829","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","100.287586","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","99.384676","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","99.295721","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2016","2016","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","99.577081","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","99.712714","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","100.328828","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","101.407384","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","100.898035","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","100.049706","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","99.094102","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","98.943456","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","99.493089","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","100.142287","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","100.347025","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","99.965297","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2017","2017","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","99.560614","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","99.427355","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","99.381318","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","99.263027","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","99.579959","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","99.174448","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","100.10123","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","100.138707","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","100.122979","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","100.054514","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","100.42219","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","100.057266","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2018","2018","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","99.878365","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","99.870005","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","99.82154","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","100.673364","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","101.532323","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","101.9728","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","101.487683","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","101.67426","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","101.993175","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","102.331619","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","102.016477","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","101.698054","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2019","2019","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","101.454353","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","101.127245","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","101.060155","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","101.792548","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","100.887934","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","99.979753","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","99.510693","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","99.490733","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","99.520673","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","100.778154","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","101.297115","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","100.917874","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2020","2020","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","101.217275","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","100.538634","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","100.857994","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","101.257195","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","102.19509","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","102.272908","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","101.634799","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","101.762814","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","102.062326","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","102.504913","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","102.589452","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","102.316988","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2021","2021","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","102.530615","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","103.226456","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","103.85484","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","104.920779","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","106.058072","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","105.776023","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","106.175385","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","105.78812","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","105.279139","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","106.646401","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","275","Palestine","2022","2022","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","107.097117","X","Figure from external organization","base year is 2015"
